% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
4.88121	1	1	1	1.0379e-10	218809	0
4.88221	1	1	1	1.038e-10	218830	0
4.88321	1	1	1	1.03811e-10	218852	0
4.88421	1	1	1	1.03821e-10	218874	0
4.88521	1	1	1	1.03831e-10	218896	0
4.88621	1	1	1	1.03842e-10	218918	0
4.88721	1	1	1	1.03852e-10	218939	0
4.88821	1	1	1	1.03862e-10	218961	0
4.88921	1	1	1	1.03873e-10	218983	0
4.89021	1	1	1	1.03883e-10	219005	0
4.89121	1	1	1	1.03893e-10	219026	0
4.89221	1	1	1	1.03904e-10	219048	0
4.89321	1	1	1	1.03914e-10	219070	0
4.89421	1	1	1	1.03924e-10	219092	0
4.89521	1	1	1	1.03935e-10	219114	0
4.89621	1	1	1	1.03945e-10	219135	0
4.89721	1	1	1	1.03955e-10	219157	0
4.89821	1	1	1	1.03966e-10	219179	0
4.89921	1	1	1	1.03976e-10	219201	0
4.90021	1	1	1	1.03986e-10	219223	0
4.90121	1	1	1	1.03997e-10	219244	0
4.90221	1	1	1	1.04007e-10	219266	0
4.90321	1	1	1	1.04017e-10	219288	0
4.90421	1	1	1	1.04028e-10	219310	0
4.90521	1	1	1	1.04038e-10	219332	0
4.90621	1	1	1	1.04049e-10	219354	0
4.90721	1	1	1	1.04059e-10	219375	0
4.90821	1	1	1	1.04069e-10	219397	0
4.90921	1	1	1	1.0408e-10	219419	0
4.91021	1	1	1	1.0409e-10	219441	0
4.91121	1	1	1	1.041e-10	219463	0
4.91221	1	1	1	1.04111e-10	219485	0
4.91321	1	1	1	1.04121e-10	219506	0
4.91421	1	1	1	1.04131e-10	219528	0
4.91521	1	1	1	1.04142e-10	219550	0
4.91621	1	1	1	1.04152e-10	219572	0
4.91721	1	1	1	1.04163e-10	219594	0
4.91821	1	1	1	1.04173e-10	219616	0
4.91921	1	1	1	1.04183e-10	219638	0
4.92021	1	1	1	1.04194e-10	219660	0
4.92121	1	1	1	1.04204e-10	219681	0
4.92221	1	1	1	1.04214e-10	219703	0
4.92321	1	1	1	1.04225e-10	219725	0
4.92421	1	1	1	1.04235e-10	219747	0
4.92521	1	1	1	1.04246e-10	219769	0
4.92621	1	1	1	1.04256e-10	219791	0
4.92721	1	1	1	1.04266e-10	219813	0
4.92821	1	1	1	1.04277e-10	219835	0
4.92921	1	1	1	1.04287e-10	219857	0
4.93021	1	1	1	1.04298e-10	219878	0
4.93121	1	1	1	1.04308e-10	219900	0
4.93221	1	1	1	1.04318e-10	219922	0
4.93321	1	1	1	1.04329e-10	219944	0
4.93421	1	1	1	1.04339e-10	219966	0
4.93521	1	1	1	1.0435e-10	219988	0
4.93621	1	1	1	1.0436e-10	220010	0
4.93721	1	1	1	1.0437e-10	220032	0
4.93821	1	1	1	1.04381e-10	220054	0
4.93921	1	1	1	1.04391e-10	220076	0
4.94021	1	1	1	1.04402e-10	220098	0
4.94121	1	1	1	1.04412e-10	220120	0
4.94221	1	1	1	1.04422e-10	220142	0
4.94321	1	1	1	1.04433e-10	220164	0
4.94421	1	1	1	1.04443e-10	220186	0
4.94521	1	1	1	1.04454e-10	220208	0
4.94621	1	1	1	1.04464e-10	220229	0
4.94721	1	1	1	1.04474e-10	220251	0
4.94821	1	1	1	1.04485e-10	220273	0
4.94921	1	1	1	1.04495e-10	220295	0
4.95021	1	1	1	1.04506e-10	220317	0
4.95121	1	1	1	1.04516e-10	220339	0
4.95221	1	1	1	1.04527e-10	220361	0
4.95321	1	1	1	1.04537e-10	220383	0
4.95421	1	1	1	1.04547e-10	220405	0
4.95521	1	1	1	1.04558e-10	220427	0
4.95621	1	1	1	1.04568e-10	220449	0
4.95721	1	1	1	1.04579e-10	220471	0
4.95821	1	1	1	1.04589e-10	220493	0
4.95921	1	1	1	1.046e-10	220515	0
4.96021	1	1	1	1.0461e-10	220537	0
4.96121	1	1	1	1.0462e-10	220559	0
4.96221	1	1	1	1.04631e-10	220581	0
4.96321	1	1	1	1.04641e-10	220603	0
4.96421	1	1	1	1.04652e-10	220625	0
4.96521	1	1	1	1.04662e-10	220647	0
4.96621	1	1	1	1.04673e-10	220669	0
4.96721	1	1	1	1.04683e-10	220691	0
4.96821	1	1	1	1.04694e-10	220713	0
4.96921	1	1	1	1.04704e-10	220736	0
4.97021	1	1	1	1.04714e-10	220758	0
4.97121	1	1	1	1.04725e-10	220780	0
4.97221	1	1	1	1.04735e-10	220802	0
4.97321	1	1	1	1.04746e-10	220824	0
4.97421	1	1	1	1.04756e-10	220846	0
4.97521	1	1	1	1.04767e-10	220868	0
4.97621	1	1	1	1.04777e-10	220890	0
4.97721	1	1	1	1.04788e-10	220912	0
4.97821	1	1	1	1.04798e-10	220934	0
4.97921	1	1	1	1.04809e-10	220956	0
4.98021	1	1	1	1.04819e-10	220978	0
4.98121	1	1	1	1.0483e-10	221000	0
4.98221	1	1	1	1.0484e-10	221022	0
4.98321	1	1	1	1.04851e-10	221044	0
4.98421	1	1	1	1.04861e-10	221066	0
4.98521	1	1	1	1.04872e-10	221089	0
4.98621	1	1	1	1.04882e-10	221111	0
4.98721	1	1	1	1.04892e-10	221133	0
4.98821	1	1	1	1.04903e-10	221155	0
4.98921	1	1	1	1.04913e-10	221177	0
4.99021	1	1	1	1.04924e-10	221199	0
4.99121	1	1	1	1.04934e-10	221221	0
4.99221	1	1	1	1.04945e-10	221243	0
4.99321	1	1	1	1.04955e-10	221265	0
4.99421	1	1	1	1.04966e-10	221288	0
4.99521	1	1	1	1.04976e-10	221310	0
4.99621	1	1	1	1.04987e-10	221332	0
4.99721	1	1	1	1.04997e-10	221354	0
4.99821	1	1	1	1.05008e-10	221376	0
4.99921	1	1	1	1.05018e-10	221398	0
5.00021	1	1	1	1.05029e-10	221420	0
5.00121	1	1	1	1.05039e-10	221442	0
5.00221	1	1	1	1.0505e-10	221465	0
5.00321	1	1	1	1.0506e-10	221487	0
5.00421	1	1	1	1.05071e-10	221509	0
5.00521	1	1	1	1.05081e-10	221531	0
5.00621	1	1	1	1.05092e-10	221553	0
5.00721	1	1	1	1.05102e-10	221575	0
5.00821	1	1	1	1.05113e-10	221598	0
5.00921	1	1	1	1.05123e-10	221620	0
5.01021	1	1	1	1.05134e-10	221642	0
5.01121	1	1	1	1.05145e-10	221664	0
5.01221	1	1	1	1.05155e-10	221686	0
5.01321	1	1	1	1.05166e-10	221708	0
5.01421	1	1	1	1.05176e-10	221731	0
5.01521	1	1	1	1.05187e-10	221753	0
5.01621	1	1	1	1.05197e-10	221775	0
5.01721	1	1	1	1.05208e-10	221797	0
5.01821	1	1	1	1.05218e-10	221819	0
5.01921	1	1	1	1.05229e-10	221842	0
5.02021	1	1	1	1.05239e-10	221864	0
5.02121	1	1	1	1.0525e-10	221886	0
5.02221	1	1	1	1.0526e-10	221908	0
5.02321	1	1	1	1.05271e-10	221930	0
5.02421	1	1	1	1.05281e-10	221953	0
5.02521	1	1	1	1.05292e-10	221975	0
5.02621	1	1	1	1.05302e-10	221997	0
5.02721	1	1	1	1.05313e-10	222019	0
5.02821	1	1	1	1.05324e-10	222042	0
5.02921	1	1	1	1.05334e-10	222064	0
5.03021	1	1	1	1.05345e-10	222086	0
5.03121	1	1	1	1.05355e-10	222108	0
5.03221	1	1	1	1.05366e-10	222131	0
5.03321	1	1	1	1.05376e-10	222153	0
5.03421	1	1	1	1.05387e-10	222175	0
5.03521	1	1	1	1.05397e-10	222197	0
5.03621	1	1	1	1.05408e-10	222220	0
5.03721	1	1	1	1.05419e-10	222242	0
5.03821	1	1	1	1.05429e-10	222264	0
5.03921	1	1	1	1.0544e-10	222286	0
5.04021	1	1	1	1.0545e-10	222309	0
5.04121	1	1	1	1.05461e-10	222331	0
5.04221	1	1	1	1.05471e-10	222353	0
5.04321	1	1	1	1.05482e-10	222375	0
5.04421	1	1	1	1.05493e-10	222398	0
5.04521	1	1	1	1.05503e-10	222420	0
5.04621	1	1	1	1.05514e-10	222442	0
5.04721	1	1	1	1.05524e-10	222465	0
5.04821	1	1	1	1.05535e-10	222487	0
5.04921	1	1	1	1.05545e-10	222509	0
5.05021	1	1	1	1.05556e-10	222532	0
5.05121	1	1	1	1.05567e-10	222554	0
5.05221	1	1	1	1.05577e-10	222576	0
5.05321	1	1	1	1.05588e-10	222599	0
5.05421	1	1	1	1.05598e-10	222621	0
5.05521	1	1	1	1.05609e-10	222643	0
5.05621	1	1	1	1.0562e-10	222665	0
5.05721	1	1	1	1.0563e-10	222688	0
5.05821	1	1	1	1.05641e-10	222710	0
5.05921	1	1	1	1.05651e-10	222732	0
5.06021	1	1	1	1.05662e-10	222755	0
5.06121	1	1	1	1.05672e-10	222777	0
5.06221	1	1	1	1.05683e-10	222800	0
5.06321	1	1	1	1.05694e-10	222822	0
5.06421	1	1	1	1.05704e-10	222844	0
5.06521	1	1	1	1.05715e-10	222867	0
5.06621	1	1	1	1.05726e-10	222889	0
5.06721	1	1	1	1.05736e-10	222911	0
5.06821	1	1	1	1.05747e-10	222934	0
5.06921	1	1	1	1.05757e-10	222956	0
5.07021	1	1	1	1.05768e-10	222978	0
5.07121	1	1	1	1.05779e-10	223001	0
5.07221	1	1	1	1.05789e-10	223023	0
5.07321	1	1	1	1.058e-10	223046	0
5.07421	1	1	1	1.0581e-10	223068	0
5.07521	1	1	1	1.05821e-10	223090	0
5.07621	1	1	1	1.05832e-10	223113	0
5.07721	1	1	1	1.05842e-10	223135	0
5.07821	1	1	1	1.05853e-10	223158	0
5.07921	1	1	1	1.05864e-10	223180	0
5.08021	1	1	1	1.05874e-10	223202	0
5.08121	1	1	1	1.05885e-10	223225	0
5.08221	1	1	1	1.05895e-10	223247	0
5.08321	1	1	1	1.05906e-10	223270	0
5.08421	1	1	1	1.05917e-10	223292	0
5.08521	1	1	1	1.05927e-10	223314	0
5.08621	1	1	1	1.05938e-10	223337	0
5.08721	1	1	1	1.05949e-10	223359	0
5.08821	1	1	1	1.05959e-10	223382	0
5.08921	1	1	1	1.0597e-10	223404	0
5.09021	1	1	1	1.05981e-10	223427	0
5.09121	1	1	1	1.05991e-10	223449	0
5.09221	1	1	1	1.06002e-10	223472	0
5.09321	1	1	1	1.06013e-10	223494	0
5.09421	1	1	1	1.06023e-10	223516	0
5.09521	1	1	1	1.06034e-10	223539	0
5.09621	1	1	1	1.06044e-10	223561	0
5.09721	1	1	1	1.06055e-10	223584	0
5.09821	1	1	1	1.06066e-10	223606	0
5.09921	1	1	1	1.06076e-10	223629	0
5.10021	1	1	1	1.06087e-10	223651	0
5.10121	1	1	1	1.06098e-10	223674	0
5.10221	1	1	1	1.06108e-10	223696	0
5.10321	1	1	1	1.06119e-10	223719	0
5.10421	1	1	1	1.0613e-10	223741	0
5.10521	1	1	1	1.0614e-10	223764	0
5.10621	1	1	1	1.06151e-10	223786	0
5.10721	1	1	1	1.06162e-10	223809	0
5.10821	1	1	1	1.06172e-10	223831	0
5.10921	1	1	1	1.06183e-10	223854	0
5.11021	1	1	1	1.06194e-10	223876	0
5.11121	1	1	1	1.06204e-10	223899	0
5.11221	1	1	1	1.06215e-10	223921	0
5.11321	1	1	1	1.06226e-10	223944	0
5.11421	1	1	1	1.06237e-10	223966	0
5.11521	1	1	1	1.06247e-10	223989	0
5.11621	1	1	1	1.06258e-10	224011	0
5.11721	1	1	1	1.06269e-10	224034	0
5.11821	1	1	1	1.06279e-10	224056	0
5.11921	1	1	1	1.0629e-10	224079	0
5.12021	1	1	1	1.06301e-10	224101	0
5.12121	1	1	1	1.06311e-10	224124	0
5.12221	1	1	1	1.06322e-10	224147	0
5.12321	1	1	1	1.06333e-10	224169	0
5.12421	1	1	1	1.06343e-10	224192	0
5.12521	1	1	1	1.06354e-10	224214	0
5.12621	1	1	1	1.06365e-10	224237	0
5.12721	1	1	1	1.06376e-10	224259	0
5.12821	1	1	1	1.06386e-10	224282	0
5.12921	1	1	1	1.06397e-10	224305	0
5.13021	1	1	1	1.06408e-10	224327	0
5.13121	1	1	1	1.06418e-10	224350	0
5.13221	1	1	1	1.06429e-10	224372	0
5.13321	1	1	1	1.0644e-10	224395	0
5.13421	1	1	1	1.06451e-10	224417	0
5.13521	1	1	1	1.06461e-10	224440	0
5.13621	1	1	1	1.06472e-10	224463	0
5.13721	1	1	1	1.06483e-10	224485	0
5.13821	1	1	1	1.06493e-10	224508	0
5.13921	1	1	1	1.06504e-10	224530	0
5.14021	1	1	1	1.06515e-10	224553	0
5.14121	1	1	1	1.06526e-10	224576	0
5.14221	1	1	1	1.06536e-10	224598	0
5.14321	1	1	1	1.06547e-10	224621	0
5.14421	1	1	1	1.06558e-10	224644	0
5.14521	1	1	1	1.06569e-10	224666	0
5.14621	1	1	1	1.06579e-10	224689	0
5.14721	1	1	1	1.0659e-10	224711	0
5.14821	1	1	1	1.06601e-10	224734	0
5.14921	1	1	1	1.06611e-10	224757	0
5.15021	1	1	1	1.06622e-10	224779	0
5.15121	1	1	1	1.06633e-10	224802	0
5.15221	1	1	1	1.06644e-10	224825	0
5.15321	1	1	1	1.06654e-10	224847	0
5.15421	1	1	1	1.06665e-10	224870	0
5.15521	1	1	1	1.06676e-10	224893	0
5.15621	1	1	1	1.06687e-10	224915	0
5.15721	1	1	1	1.06697e-10	224938	0
5.15821	1	1	1	1.06708e-10	224961	0
5.15921	1	1	1	1.06719e-10	224983	0
5.16021	1	1	1	1.0673e-10	225006	0
5.16121	1	1	1	1.0674e-10	225029	0
5.16221	1	1	1	1.06751e-10	225051	0
5.16321	1	1	1	1.06762e-10	225074	0
5.16421	1	1	1	1.06773e-10	225097	0
5.16521	1	1	1	1.06784e-10	225119	0
5.16621	1	1	1	1.06794e-10	225142	0
5.16721	1	1	1	1.06805e-10	225165	0
5.16821	1	1	1	1.06816e-10	225188	0
5.16921	1	1	1	1.06827e-10	225210	0
5.17021	1	1	1	1.06837e-10	225233	0
5.17121	1	1	1	1.06848e-10	225256	0
5.17221	1	1	1	1.06859e-10	225278	0
5.17321	1	1	1	1.0687e-10	225301	0
5.17421	1	1	1	1.06881e-10	225324	0
5.17521	1	1	1	1.06891e-10	225347	0
5.17621	1	1	1	1.06902e-10	225369	0
5.17721	1	1	1	1.06913e-10	225392	0
5.17821	1	1	1	1.06924e-10	225415	0
5.17921	1	1	1	1.06934e-10	225438	0
5.18021	1	1	1	1.06945e-10	225460	0
5.18121	1	1	1	1.06956e-10	225483	0
5.18221	1	1	1	1.06967e-10	225506	0
5.18321	1	1	1	1.06978e-10	225529	0
5.18421	1	1	1	1.06988e-10	225551	0
5.18521	1	1	1	1.06999e-10	225574	0
5.18621	1	1	1	1.0701e-10	225597	0
5.18721	1	1	1	1.07021e-10	225620	0
5.18821	1	1	1	1.07032e-10	225642	0
5.18921	1	1	1	1.07042e-10	225665	0
5.19021	1	1	1	1.07053e-10	225688	0
5.19121	1	1	1	1.07064e-10	225711	0
5.19221	1	1	1	1.07075e-10	225734	0
5.19321	1	1	1	1.07086e-10	225756	0
5.19421	1	1	1	1.07096e-10	225779	0
5.19521	1	1	1	1.07107e-10	225802	0
5.19621	1	1	1	1.07118e-10	225825	0
5.19721	1	1	1	1.07129e-10	225848	0
5.19821	1	1	1	1.0714e-10	225870	0
5.19921	1	1	1	1.07151e-10	225893	0
5.20021	1	1	1	1.07161e-10	225916	0
5.20121	1	1	1	1.07172e-10	225939	0
5.20221	1	1	1	1.07183e-10	225962	0
5.20321	1	1	1	1.07194e-10	225985	0
5.20421	1	1	1	1.07205e-10	226007	0
5.20521	1	1	1	1.07216e-10	226030	0
5.20621	1	1	1	1.07226e-10	226053	0
5.20721	1	1	1	1.07237e-10	226076	0
5.20821	1	1	1	1.07248e-10	226099	0
5.20921	1	1	1	1.07259e-10	226122	0
5.21021	1	1	1	1.0727e-10	226144	0
5.21121	1	1	1	1.07281e-10	226167	0
5.21221	1	1	1	1.07291e-10	226190	0
5.21321	1	1	1	1.07302e-10	226213	0
5.21421	1	1	1	1.07313e-10	226236	0
5.21521	1	1	1	1.07324e-10	226259	0
5.21621	1	1	1	1.07335e-10	226282	0
5.21721	1	1	1	1.07346e-10	226304	0
5.21821	1	1	1	1.07356e-10	226327	0
5.21921	1	1	1	1.07367e-10	226350	0
5.22021	1	1	1	1.07378e-10	226373	0
5.22121	1	1	1	1.07389e-10	226396	0
5.22221	1	1	1	1.074e-10	226419	0
5.22321	1	1	1	1.07411e-10	226442	0
5.22421	1	1	1	1.07422e-10	226465	0
5.22521	1	1	1	1.07433e-10	226488	0
5.22621	1	1	1	1.07443e-10	226511	0
5.22721	1	1	1	1.07454e-10	226533	0
5.22821	1	1	1	1.07465e-10	226556	0
5.22921	1	1	1	1.07476e-10	226579	0
5.23021	1	1	1	1.07487e-10	226602	0
5.23121	1	1	1	1.07498e-10	226625	0
5.23221	1	1	1	1.07509e-10	226648	0
5.23321	1	1	1	1.07519e-10	226671	0
5.23421	1	1	1	1.0753e-10	226694	0
5.23521	1	1	1	1.07541e-10	226717	0
5.23621	1	1	1	1.07552e-10	226740	0
5.23721	1	1	1	1.07563e-10	226763	0
5.23821	1	1	1	1.07574e-10	226786	0
5.23921	1	1	1	1.07585e-10	226809	0
5.24021	1	1	1	1.07596e-10	226832	0
5.24121	1	1	1	1.07607e-10	226855	0
5.24221	1	1	1	1.07617e-10	226878	0
5.24321	1	1	1	1.07628e-10	226900	0
5.24421	1	1	1	1.07639e-10	226923	0
5.24521	1	1	1	1.0765e-10	226946	0
5.24621	1	1	1	1.07661e-10	226969	0
5.24721	1	1	1	1.07672e-10	226992	0
5.24821	1	1	1	1.07683e-10	227015	0
5.24921	1	1	1	1.07694e-10	227038	0
5.25021	1	1	1	1.07705e-10	227061	0
5.25121	1	1	1	1.07716e-10	227084	0
5.25221	1	1	1	1.07726e-10	227107	0
5.25321	1	1	1	1.07737e-10	227130	0
5.25421	1	1	1	1.07748e-10	227153	0
5.25521	1	1	1	1.07759e-10	227176	0
5.25621	1	1	1	1.0777e-10	227199	0
5.25721	1	1	1	1.07781e-10	227222	0
5.25821	1	1	1	1.07792e-10	227245	0
5.25921	1	1	1	1.07803e-10	227268	0
5.26021	1	1	1	1.07814e-10	227291	0
5.26121	1	1	1	1.07825e-10	227315	0
5.26221	1	1	1	1.07836e-10	227338	0
5.26321	1	1	1	1.07847e-10	227361	0
5.26421	1	1	1	1.07858e-10	227384	0
5.26521	1	1	1	1.07868e-10	227407	0
5.26621	1	1	1	1.07879e-10	227430	0
5.26721	1	1	1	1.0789e-10	227453	0
5.26821	1	1	1	1.07901e-10	227476	0
5.26921	1	1	1	1.07912e-10	227499	0
5.27021	1	1	1	1.07923e-10	227522	0
5.27121	1	1	1	1.07934e-10	227545	0
5.27221	1	1	1	1.07945e-10	227568	0
5.27321	1	1	1	1.07956e-10	227591	0
5.27421	1	1	1	1.07967e-10	227614	0
5.27521	1	1	1	1.07978e-10	227637	0
5.27621	1	1	1	1.07989e-10	227660	0
5.27721	1	1	1	1.08e-10	227683	0
5.27821	1	1	1	1.08011e-10	227707	0
5.27921	1	1	1	1.08022e-10	227730	0
5.28021	1	1	1	1.08033e-10	227753	0
5.28121	1	1	1	1.08044e-10	227776	0
5.28221	1	1	1	1.08055e-10	227799	0
5.28321	1	1	1	1.08065e-10	227822	0
5.28421	1	1	1	1.08076e-10	227845	0
5.28521	1	1	1	1.08087e-10	227868	0
5.28621	1	1	1	1.08098e-10	227891	0
5.28721	1	1	1	1.08109e-10	227915	0
5.28821	1	1	1	1.0812e-10	227938	0
5.28921	1	1	1	1.08131e-10	227961	0
5.29021	1	1	1	1.08142e-10	227984	0
5.29121	1	1	1	1.08153e-10	228007	0
5.29221	1	1	1	1.08164e-10	228030	0
5.29321	1	1	1	1.08175e-10	228053	0
5.29421	1	1	1	1.08186e-10	228076	0
5.29521	1	1	1	1.08197e-10	228100	0
5.29621	1	1	1	1.08208e-10	228123	0
5.29721	1	1	1	1.08219e-10	228146	0
5.29821	1	1	1	1.0823e-10	228169	0
5.29921	1	1	1	1.08241e-10	228192	0
5.30021	1	1	1	1.08252e-10	228215	0
5.30121	1	1	1	1.08263e-10	228239	0
5.30221	1	1	1	1.08274e-10	228262	0
5.30321	1	1	1	1.08285e-10	228285	0
5.30421	1	1	1	1.08296e-10	228308	0
5.30521	1	1	1	1.08307e-10	228331	0
5.30621	1	1	1	1.08318e-10	228355	0
5.30721	1	1	1	1.08329e-10	228378	0
5.30821	1	1	1	1.0834e-10	228401	0
5.30921	1	1	1	1.08351e-10	228424	0
5.31021	1	1	1	1.08362e-10	228447	0
5.31121	1	1	1	1.08373e-10	228471	0
5.31221	1	1	1	1.08384e-10	228494	0
5.31321	1	1	1	1.08395e-10	228517	0
5.31421	1	1	1	1.08406e-10	228540	0
5.31521	1	1	1	1.08417e-10	228563	0
5.31621	1	1	1	1.08428e-10	228587	0
5.31721	1	1	1	1.08439e-10	228610	0
5.31821	1	1	1	1.0845e-10	228633	0
5.31921	1	1	1	1.08461e-10	228656	0
5.32021	1	1	1	1.08472e-10	228680	0
5.32121	1	1	1	1.08483e-10	228703	0
5.32221	1	1	1	1.08494e-10	228726	0
5.32321	1	1	1	1.08505e-10	228749	0
5.32421	1	1	1	1.08516e-10	228773	0
5.32521	1	1	1	1.08527e-10	228796	0
5.32621	1	1	1	1.08538e-10	228819	0
5.32721	1	1	1	1.08549e-10	228842	0
5.32821	1	1	1	1.0856e-10	228866	0
5.32921	1	1	1	1.08571e-10	228889	0
5.33021	1	1	1	1.08583e-10	228912	0
5.33121	1	1	1	1.08594e-10	228935	0
5.33221	1	1	1	1.08605e-10	228959	0
5.33321	1	1	1	1.08616e-10	228982	0
5.33421	1	1	1	1.08627e-10	229005	0
5.33521	1	1	1	1.08638e-10	229029	0
5.33621	1	1	1	1.08649e-10	229052	0
5.33721	1	1	1	1.0866e-10	229075	0
5.33821	1	1	1	1.08671e-10	229098	0
5.33921	1	1	1	1.08682e-10	229122	0
5.34021	1	1	1	1.08693e-10	229145	0
5.34121	1	1	1	1.08704e-10	229168	0
5.34221	1	1	1	1.08715e-10	229192	0
5.34321	1	1	1	1.08726e-10	229215	0
5.34421	1	1	1	1.08737e-10	229238	0
5.34521	1	1	1	1.08748e-10	229262	0
5.34621	1	1	1	1.08759e-10	229285	0
5.34721	1	1	1	1.0877e-10	229308	0
5.34821	1	1	1	1.08782e-10	229332	0
5.34921	1	1	1	1.08793e-10	229355	0
5.35021	1	1	1	1.08804e-10	229378	0
5.35121	1	1	1	1.08815e-10	229402	0
5.35221	1	1	1	1.08826e-10	229425	0
5.35321	1	1	1	1.08837e-10	229448	0
5.35421	1	1	1	1.08848e-10	229472	0
5.35521	1	1	1	1.08859e-10	229495	0
5.35621	1	1	1	1.0887e-10	229518	0
5.35721	1	1	1	1.08881e-10	229542	0
5.35821	1	1	1	1.08892e-10	229565	0
5.35921	1	1	1	1.08903e-10	229589	0
5.36021	1	1	1	1.08915e-10	229612	0
5.36121	1	1	1	1.08926e-10	229635	0
5.36221	1	1	1	1.08937e-10	229659	0
5.36321	1	1	1	1.08948e-10	229682	0
5.36421	1	1	1	1.08959e-10	229706	0
5.36521	1	1	1	1.0897e-10	229729	0
5.36621	1	1	1	1.08981e-10	229752	0
5.36721	1	1	1	1.08992e-10	229776	0
5.36821	1	1	1	1.09003e-10	229799	0
5.36921	1	1	1	1.09014e-10	229823	0
5.37021	1	1	1	1.09026e-10	229846	0
5.37121	1	1	1	1.09037e-10	229869	0
5.37221	1	1	1	1.09048e-10	229893	0
5.37321	1	1	1	1.09059e-10	229916	0
5.37421	1	1	1	1.0907e-10	229940	0
5.37521	1	1	1	1.09081e-10	229963	0
5.37621	1	1	1	1.09092e-10	229987	0
5.37721	1	1	1	1.09103e-10	230010	0
5.37821	1	1	1	1.09114e-10	230033	0
5.37921	1	1	1	1.09126e-10	230057	0
5.38021	1	1	1	1.09137e-10	230080	0
5.38121	1	1	1	1.09148e-10	230104	0
5.38221	1	1	1	1.09159e-10	230127	0
5.38321	1	1	1	1.0917e-10	230151	0
5.38421	1	1	1	1.09181e-10	230174	0
5.38521	1	1	1	1.09192e-10	230198	0
5.38621	1	1	1	1.09203e-10	230221	0
5.38721	1	1	1	1.09215e-10	230245	0
5.38821	1	1	1	1.09226e-10	230268	0
5.38921	1	1	1	1.09237e-10	230292	0
5.39021	1	1	1	1.09248e-10	230315	0
5.39121	1	1	1	1.09259e-10	230339	0
5.39221	1	1	1	1.0927e-10	230362	0
5.39321	1	1	1	1.09281e-10	230386	0
5.39421	1	1	1	1.09293e-10	230409	0
5.39521	1	1	1	1.09304e-10	230433	0
5.39621	1	1	1	1.09315e-10	230456	0
5.39721	1	1	1	1.09326e-10	230480	0
5.39821	1	1	1	1.09337e-10	230503	0
5.39921	1	1	1	1.09348e-10	230527	0
5.40021	1	1	1	1.0936e-10	230550	0
5.40121	1	1	1	1.09371e-10	230574	0
5.40221	1	1	1	1.09382e-10	230597	0
5.40321	1	1	1	1.09393e-10	230621	0
5.40421	1	1	1	1.09404e-10	230644	0
5.40521	1	1	1	1.09415e-10	230668	0
5.40621	1	1	1	1.09426e-10	230691	0
5.40721	1	1	1	1.09438e-10	230715	0
5.40821	1	1	1	1.09449e-10	230738	0
5.40921	1	1	1	1.0946e-10	230762	0
5.41021	1	1	1	1.09471e-10	230786	0
5.41121	1	1	1	1.09482e-10	230809	0
5.41221	1	1	1	1.09494e-10	230833	0
5.41321	1	1	1	1.09505e-10	230856	0
5.41421	1	1	1	1.09516e-10	230880	0
5.41521	1	1	1	1.09527e-10	230903	0
5.41621	1	1	1	1.09538e-10	230927	0
5.41721	1	1	1	1.09549e-10	230951	0
5.41821	1	1	1	1.09561e-10	230974	0
5.41921	1	1	1	1.09572e-10	230998	0
5.42021	1	1	1	1.09583e-10	231021	0
5.42121	1	1	1	1.09594e-10	231045	0
5.42221	1	1	1	1.09605e-10	231069	0
5.42321	1	1	1	1.09617e-10	231092	0
5.42421	1	1	1	1.09628e-10	231116	0
5.42521	1	1	1	1.09639e-10	231139	0
5.42621	1	1	1	1.0965e-10	231163	0
5.42721	1	1	1	1.09661e-10	231187	0
5.42821	1	1	1	1.09673e-10	231210	0
5.42921	1	1	1	1.09684e-10	231234	0
5.43021	1	1	1	1.09695e-10	231257	0
5.43121	1	1	1	1.09706e-10	231281	0
